,pack_id,path,sort,length,width,height,k,volume,day,b_hist_0.0_25.5,b_hist_102.0_127.5,b_hist_127.5_153.0,b_hist_153.0_178.5,b_hist_178.5_204.0,b_hist_204.0_229.5,b_hist_229.5_255.0,b_hist_25.5_51.0,b_hist_51.0_76.5,b_hist_76.5_102.0,b_median,b_std,g_hist_0.0_25.5,g_hist_102.0_127.5,g_hist_127.5_153.0,g_hist_153.0_178.5,g_hist_178.5_204.0,g_hist_204.0_229.5,g_hist_229.5_255.0,g_hist_25.5_51.0,g_hist_51.0_76.5,g_hist_76.5_102.0,g_median,g_std,h_hist_0.0_25.5,h_hist_102.0_127.5,h_hist_127.5_153.0,h_hist_153.0_178.5,h_hist_178.5_204.0,h_hist_204.0_229.5,h_hist_229.5_255.0,h_hist_25.5_51.0,h_hist_51.0_76.5,h_hist_76.5_102.0,h_median,h_std,r_hist_0.0_25.5,r_hist_102.0_127.5,r_hist_127.5_153.0,r_hist_153.0_178.5,r_hist_178.5_204.0,r_hist_204.0_229.5,r_hist_229.5_255.0,r_hist_25.5_51.0,r_hist_51.0_76.5,r_hist_76.5_102.0,r_median,r_std,s_hist_0.0_25.5,s_hist_102.0_127.5,s_hist_127.5_153.0,s_hist_153.0_178.5,s_hist_178.5_204.0,s_hist_204.0_229.5,s_hist_229.5_255.0,s_hist_25.5_51.0,s_hist_51.0_76.5,s_hist_76.5_102.0,s_median,s_std,v_hist_0.0_25.5,v_hist_102.0_127.5,v_hist_127.5_153.0,v_hist_153.0_178.5,v_hist_178.5_204.0,v_hist_204.0_229.5,v_hist_229.5_255.0,v_hist_25.5_51.0,v_hist_51.0_76.5,v_hist_76.5_102.0,v_median,v_std
10,2020_01_21_15_153115_М434РУ_2,part_1/21/153115_М434РУ10/FrontJPG/front40.jpg,1,600.0,229.0,232.0,0.52,16.575936,21,1993845.0,5086000.5,3146088.0,3116406.0,1446385.5,7024689.0,1187331.0,12106329.0,10708521.0,7061205.0,81.0,64.82625180733176,3859629.0,5157502.5,3934369.5,3128187.0,5708787.0,2400646.5,691024.5,11896234.5,9093045.0,7007374.5,81.0,61.662208926951074,14106906.0,19989883.5,2167194.0,6102991.5,100189.5,0.0,0.0,2268250.5,843795.0,7297590.0,102.0,53.14835716612202,3146623.5,6314182.5,5851561.5,5849011.5,3295059.0,891480.0,483505.5,8717302.5,9578284.5,8749789.5,90.0,53.59608644219578,12586213.5,2957872.5,1321410.0,1057791.0,1009086.0,219045.0,19201.5,16835355.0,11515366.5,5355459.0,45.0,41.30057667377127,1297593.0,6701527.5,4716097.5,3824592.0,1541653.5,7025862.0,1188988.5,8812417.5,9297810.0,8470258.5,97.0,62.0058052327091
11,2020_01_21_01_013013_Н102РА_1,part_1/21/013013_н102ра10/FrontJPG/front11.jpg,0,400.0,230.0,162.0,0.59,8.79336,21,1827942.0,5517154.5,3389536.5,1815370.5,996106.5,743478.0,1226499.0,11806041.0,16635154.5,8919517.5,69.0,48.771337334717394,2155897.5,6047070.0,3960456.0,2468017.5,1232899.5,755463.0,1094052.0,10708903.5,15173469.0,9280572.0,73.0,49.016997387503345,29929477.5,8780695.5,2882469.0,4958602.5,79891.5,0.0,0.0,3261169.5,870519.0,2113975.5,19.0,58.476462660623696,1047922.5,7643650.5,5070216.0,3462211.5,1722550.5,988456.5,1025074.5,8995813.5,11836768.5,11084136.0,88.0,49.81824715475662,13452805.5,2854062.0,759313.5,234855.0,88434.0,25525.5,5992.5,15077181.0,12573004.5,7805626.5,47.0,32.95132744516309,652774.5,8051217.0,5257233.0,3622300.5,1843701.0,1177947.0,1301775.0,8382538.5,11692642.5,10894671.0,90.0,51.18005316059609
12,2020_01_21_01_013013_Н102РА_2,part_1/21/013013_н102ра10/FrontJPG/front21.jpg,0,400.0,230.0,180.0,0.59,9.7704,21,2118642.0,6055077.0,3342718.5,2140444.5,1195312.5,704004.0,1405432.5,10921905.0,14756544.0,10236720.0,74.0,49.9143779427513,2106376.5,6655092.0,3821047.5,2745126.0,1418437.5,693013.5,1243405.5,10078110.0,13169449.5,10946742.0,79.0,49.736079630676244,28695277.5,10223995.5,2220973.5,3878040.0,97741.5,0.0,0.0,3208563.0,1406376.0,3145833.0,20.0,55.93551632343385,1453627.5,6892267.5,6358680.0,5123766.0,2210595.0,967750.5,1071637.5,8941906.5,11759019.0,8097550.5,89.0,52.698169688572676,13080735.0,4118862.0,2088781.5,392317.5,124440.0,21879.0,7063.5,15364719.0,12100795.5,5577207.0,47.0,36.52473745014905,965787.0,7395510.0,6710809.5,5271156.0,2414544.0,1181007.0,1467015.0,8111626.5,11140338.0,8219007.0,95.0,53.99852673966299
13,2020_01_21_01_013013_Н102РА_3,part_1/21/013013_н102ра10/FrontJPG/front32.jpg,0,400.0,230.0,166.0,0.59,9.01048,21,1432564.5,6732255.0,4150227.0,2609338.5,1578220.5,907264.5,1169277.0,11000878.5,13980808.5,9315966.0,77.0,50.59338185249949,1850458.5,6663099.0,4837299.0,3491919.0,1774723.5,847161.0,983790.0,9972004.5,13220577.0,9235768.5,80.0,50.725130420433054,21802092.0,12011622.0,1678945.5,2730616.5,58267.5,0.0,0.0,4855608.0,2506267.5,7233381.0,50.0,51.04555011470299,1898526.0,7569802.5,4718902.5,4143138.0,2180760.0,1058071.5,870519.0,9678525.0,10366744.5,10391811.0,86.0,51.5253268165097,14768784.0,2123563.5,630564.0,232509.0,77341.5,29248.5,6987.0,16747303.5,11918725.5,6341773.5,42.0,31.663948160020766,962727.0,8091201.0,4981884.0,4354074.0,2684385.0,1409130.0,1288642.5,8195674.5,10518393.0,10390689.0,92.0,53.22705025981215
14,2020_01_07_03_033515_М274КР_1,part_1/07/033515_М274КР10/FrontJPG/front12.jpg,1,600.0,232.0,250.0,0.52,18.096,07,2603932.5,7857595.5,5573382.0,4494273.0,3797383.5,2292093.0,1250800.5,8777457.0,8720209.5,7509673.5,98.0,58.35377929581579,2130040.5,8148193.5,6254028.0,5301067.5,4216807.5,2918832.0,1389291.0,8431549.5,7849282.5,6237708.0,107.0,59.63804203599392,36488154.0,2228700.0,1985940.0,4424836.5,248013.0,0.0,0.0,5911155.0,790245.0,799756.5,18.0,51.61318984059451,1173025.5,8831542.5,7420372.5,6086391.0,4489734.0,3440001.0,1686060.0,6501046.5,7103866.5,6144760.5,118.0,58.28820597359599,17740426.5,1855176.0,903847.5,138312.0,8338.5,663.0,280.5,18110839.5,10247710.5,3871206.0,36.0,30.34904776448044,1097571.0,8848908.0,7400610.0,6087589.5,4498353.0,3552634.5,1782246.0,6380278.5,7055620.5,6172989.0,119.0,58.45286885680333
15,2020_01_07_03_033515_М274КР_2,part_1/07/033515_М274КР10/FrontJPG/front45.jpg,1,600.0,235.0,254.0,0.52,18.62328,07,527748.0,5556348.0,4521787.5,4819500.0,4373403.0,3034551.0,1624783.5,9915241.5,10990449.0,7512988.5,92.0,60.70108115905151,1139161.5,5348242.5,4677796.5,4766715.0,4735171.5,3256426.5,1556596.5,10617996.0,9969633.0,6809061.0,93.0,62.09318437028083,17428332.0,10595760.0,4303864.5,8089110.0,325762.5,0.0,0.0,4631947.5,2631064.5,4870959.0,87.0,59.87282938269203,800037.0,6682224.0,5988547.5,5741580.0,5086842.0,2998111.5,1531096.5,8490505.5,8716894.5,6840961.5,107.0,59.744620451162454,29033739.0,1271277.0,1011483.0,616692.0,165724.5,204.0,0.0,13477999.5,5399140.5,1900540.5,22.0,33.59260748382081,282718.5,6650706.0,5934946.5,5626651.5,4964493.0,3563446.5,1867084.5,8046703.5,8893507.5,7046542.5,109.0,60.37230522017435
16,2020_01_07_11_113928_М274КР_1,part_1/07/113928_М274КР10/FrontJPG/front10.jpg,1,600.0,232.0,244.0,0.52,17.661696,07,2193331.5,9357123.0,7121130.0,3186174.0,1955824.5,4264288.5,38709.0,7830693.0,8751600.0,8177926.5,100.0,54.0253569309823,1847041.5,8823408.0,8808490.5,6215089.5,3224271.0,3351796.5,8874.0,6301483.5,6808066.5,7488279.0,114.0,53.13171053942777,39964747.5,2441599.5,325150.5,3346722.0,358402.5,0.0,0.0,2647945.5,578850.0,3213382.5,16.0,47.52366510567043,850705.5,9038551.5,9454329.0,8721867.0,6697498.5,1849081.5,57196.5,2851461.0,5932371.0,7423738.5,128.0,48.3953879006402,13327626.0,3389205.0,1748331.0,1227952.5,485367.0,64209.0,38377.5,13487868.0,12395014.5,6712849.5,50.0,40.25373205802474,828724.5,9012184.5,9408633.0,8699197.5,4194469.5,4455003.0,77086.5,2845060.5,5932626.0,7423815.0,129.0,50.07953597350424
17,2020_01_07_11_113928_М274КР_2,part_1/07/113928_М274КР10/FrontJPG/front43.jpg,1,600.0,235.0,246.0,0.52,18.036720000000006,07,1457121.0,9580197.0,8562339.0,3841065.0,887578.5,3170415.0,96313.5,8290228.5,8603190.0,8388352.5,101.0,50.92238032531022,1738462.5,8900520.0,9112527.0,6776880.0,1813075.5,2705932.5,13387.5,7772884.5,6916033.5,7127097.0,111.0,51.97613972032742,29632555.5,2971489.5,918408.0,6726339.0,263823.0,0.0,0.0,6870975.0,1177590.0,4315620.0,22.0,57.41172723186326,534684.0,9212844.0,9716341.5,8865279.0,4914666.0,798201.0,16141.5,4707682.5,6981109.5,7129851.0,122.0,47.52005866524298,19077544.5,2240659.5,1078497.0,764872.5,824848.5,343485.0,11526.0,16287130.5,8083296.0,4164940.5,34.0,40.88408424711092,467619.0,9162456.0,9696426.0,8896414.5,2691372.0,3313087.5,100623.0,4573017.0,6877962.0,7097823.0,123.0,49.75741481725886
18,2020_01_31_18_181855_К539ВМ_1,part_1/31/181855_К539ВМ10/FrontJPG/front12.jpg,0,400.0,235.0,246.0,0.59,13.64316,31,1375164.0,6193006.5,4877742.0,4521507.0,3085168.5,2891547.0,1274235.0,10071888.0,10274944.5,8311597.5,89.0,58.60674163597017,1145638.5,6705352.5,5131314.0,4705770.0,3847771.5,3207160.5,1694296.5,10439113.5,8746372.5,7254010.5,97.0,60.910883569120834,32649154.5,5284084.5,2627214.0,5959860.0,441634.5,0.0,0.0,2533221.0,1809684.0,1571947.5,18.0,59.9207291892556,34144.5,6348633.0,5779753.5,6205425.0,6025828.5,4517146.5,1654210.5,8145694.5,8553261.0,5612703.0,118.0,61.29298462880993,15066547.5,2637745.5,1592245.5,1081072.5,139128.0,18564.0,3136.5,15314458.5,11722783.5,5301118.5,44.0,37.734602216263006,30090.0,6255787.5,5952873.0,6389280.0,5967867.0,4416906.0,2098828.5,7426900.5,8640088.5,5698179.0,121.0,61.460985368840305
19,2020_01_31_18_181855_К539ВМ_2,part_1/31/181855_К539ВМ10/FrontJPG/front25.jpg,0,400.0,235.0,250.0,0.59,13.865,31,1400179.5,5925715.5,5034592.5,4364784.0,3245563.5,2209932.0,963441.0,10825285.5,11307337.5,7599969.0,85.0,56.87114247385497,1306620.0,6134050.5,4930170.0,4653801.0,3655425.0,2601637.5,900609.0,11584854.0,9842923.5,7266709.5,88.0,58.21232498964528,26581353.0,9356536.5,2357730.0,5455138.5,672205.5,0.0,0.0,3740646.0,1730583.0,2982607.5,25.0,59.2822442069362,321070.5,6068847.0,5784394.5,6321603.0,5153448.0,2722762.5,903108.0,10164045.0,8749228.5,6688293.0,104.0,58.488916619682435,17421906.0,1645438.5,1738921.5,754366.5,31288.5,7981.5,2958.0,16689546.0,10811260.5,3773133.0,38.0,35.101736658449994,225802.5,6180435.0,6171918.0,6456039.0,5037856.5,3160648.5,1153645.5,8701773.0,9296815.5,6491866.5,109.0,58.7198728413047
20,2020_01_31_18_181855_К539ВМ_3,part_1/31/181855_К539ВМ10/FrontJPG/front39.jpg,0,400.0,235.0,246.0,0.59,13.64316,31,1650130.5,6261397.5,4899340.5,4276146.0,2877598.5,1599615.0,1241901.0,11405614.5,10833777.0,7831279.5,84.0,56.51579546756344,1864738.5,6124131.0,4697992.5,4575006.0,3626482.5,1686748.5,1210969.5,12047245.5,9684747.0,7358739.0,86.0,57.96217853573764,25568314.5,10756971.0,2651260.5,6780399.0,485418.0,0.0,0.0,3074382.0,1056924.0,2503131.0,30.0,61.39299896408358,437325.0,6300769.5,5139907.5,6199866.0,5118411.0,1821796.5,1319650.5,11700981.0,8299969.5,6538123.5,100.0,59.33781873713292,16684624.5,1205971.5,1289892.0,1191334.5,62679.0,21522.0,1071.0,17825341.5,11426754.0,3167610.0,38.0,35.01174227557923,318061.5,6769791.0,5488900.5,6278686.5,5201439.0,2110890.0,1509549.0,10295268.0,8264065.5,6640149.0,105.0,59.264543272736454
21,2020_01_31_06_063353_М359НУ_1,part_1/31/063353_М359НУ10/FrontJPG/front14.jpg,0,400.0,230.0,234.0,0.59,12.70152,31,1573375.5,6352509.0,4587628.5,4551393.0,3588997.5,2260626.0,895356.0,9777159.0,11100048.0,8189707.5,88.0,56.89748297971486,1473951.0,6714507.0,4711558.5,4594513.5,4529335.5,3033556.5,1209363.0,9710884.5,9665979.0,7233151.5,96.0,60.00663707144669,34023681.0,4817868.0,1947562.5,6339121.5,479043.0,0.0,0.0,2232474.0,1623993.0,1413057.0,15.0,60.72222622585818,512346.0,7216551.0,5933748.0,5502262.5,5917020.0,3993504.0,2246422.5,6517035.0,9138894.0,5899017.0,117.0,61.404936071760666,13219047.0,3527899.5,1604893.5,924375.0,445408.5,58318.5,9894.0,15465265.5,11493972.0,6127726.5,47.0,38.85067357968013,198084.0,7138929.0,6053037.0,5571801.0,5810634.0,4335637.5,2307520.5,6469146.0,8871271.5,6120739.5,119.0,61.305322586667806
22,2020_01_31_06_063353_М359НУ_2,part_1/31/063353_М359НУ10/FrontJPG/front31.jpg,0,400.0,230.0,250.0,0.59,13.57,31,1773397.5,7392042.0,6602817.0,4458012.0,2879001.0,1541806.5,833926.5,8227294.5,11293465.5,7875037.5,93.0,53.88686677253756,1549201.5,7392016.5,6462235.5,5514477.0,3735877.5,2280541.5,951558.0,8810377.5,9166612.5,7013902.5,101.0,56.70978332299915,32498704.5,5447463.0,1358053.5,5205366.0,357867.0,0.0,0.0,4335867.0,2006595.0,1666884.0,17.0,56.375529240830566,146370.0,7990654.5,7496770.5,6240003.0,4704495.0,3212974.5,1572865.5,7291062.0,8123152.5,6098452.5,117.0,57.33289228556682,14545735.5,3469453.5,1416882.0,660679.5,215704.5,27744.0,3901.5,13645024.5,11777863.5,7113811.5,47.0,36.784378952874945,62041.5,7769187.0,7564320.0,6836473.5,4843623.0,3305386.5,1718011.5,6081979.5,8566495.5,6129282.0,120.0,57.1602635022258
23,2020_01_31_06_063353_М359НУ_3,part_1/31/063353_М359НУ10/FrontJPG/front47.jpg,0,400.0,230.0,248.0,0.59,13.46144,31,1587426.0,5755758.0,5345769.0,4292644.5,2975187.0,1282599.0,463207.5,10115161.5,13000053.0,8058994.5,81.0,52.43032678659806,1551037.5,5801046.0,5101887.0,4826155.5,3999037.5,1779568.5,436356.0,11026863.0,10540884.0,7813965.0,86.0,55.511606970807364,28563468.0,7040065.5,1975459.5,6816175.5,415777.5,0.0,0.0,2757799.5,1854513.0,3453541.5,20.0,60.87627391441578,185691.0,6933144.0,5743467.0,5717049.0,5051805.0,2662276.5,836782.5,9540952.5,9230974.5,6974658.0,103.0,57.07903944947167,14863006.5,3069741.0,1200744.0,801720.0,347488.5,52045.5,7420.5,13939753.5,11441722.5,7153158.0,46.0,37.6633773500023,106819.5,6877248.0,5872828.5,6082923.0,5207457.0,2884840.5,916113.0,7786578.0,9983097.0,7158895.5,106.0,56.80033376822966
